"Questions","Who ","How ","In which ","What ","When ","Where ","Which "
"List all the awards won by the artist who has won SIGGRAPH ?","0","0","0","0","0","0","0"
"What are the important buildings of the architect whose one of the significant building is Krasnye Vorota ?","0","0","0","1","0","0","0"
"In how many regions is the Baco Noir made ?","0","0","0","0","0","0","0"
"Which movies have their music composed by someone that signed up with RCA Records ?","0","0","0","0","0","0","1"
"How many movies have been directed by Orson Welles ?","0","1","0","0","0","0","0"
"Where is the stadium of Philadelphia Rage ?","0","0","0","0","0","1","0"
"What are the television shows whose network's successor is BBC Two ?","0","0","0","1","0","0","0"
"What organisation regulates and controls the New Sanno Hotel ?","0","0","0","1","0","0","0"
"Who designed the language integrated query ?","1","0","0","0","0","0","0"
"List the associates of bands which have a label by Motown ?","0","0","0","0","0","0","0"
"Name the partners of the models whose one of the partner is Thom Evans ?","0","0","0","0","0","0","0"
"Is Greg Weeks the band member of Beyond the Sixth Seal ?","0","0","0","0","0","0","0"
"Who was the vice president under which elizabeth alexander served ?","1","0","0","0","0","0","0"
"Is Robin Gibb the singer of Oh! Darling ?","0","0","0","0","0","0","0"
"In which state is Goose Lake Valle, which is also part of Lava River Cave ?","0","0","1","0","0","0","0"
"Is Roger Federer the flagbearer of Switzerland at the 2004 Summer Olympics ?","0","0","0","0","0","0","0"
"How many artists have collaborated with famous guitar players ?","0","1","0","0","0","0","0"
"What is the broadcast area of CFRX ?","0","0","0","1","0","0","0"
"Does the platte river originate in Colorado ?","0","0","0","0","0","0","0"
"Is the Hyundai Lavita assembled in Kulim ?","0","0","0","0","0","0","0"
"What sports team's arena is The Palace of Auburn Hills ?","0","0","0","1","0","0","0"
"ITV employes how many people ?","0","0","0","0","0","0","0"
"Whihc associate of THomas Bryan Martin is also the founder of Pittsburgh ?","0","0","0","0","0","0","0"
"Is the national endowment of arts under the jurisdiction of federal government of US ?","0","0","0","0","0","0","0"
"Was Kevin Rudd the PM of Julia Gillard ?","0","0","0","0","0","0","0"
"Which country were the people from who became famous for the Ramon Mangsaysay Award ?","0","0","0","0","0","0","1"
"What is the total number of professions in which someone who has suicided worked ?","0","0","0","1","0","0","0"
"How many relatives are there of veterans of operation Barbarossa ?","0","1","0","0","0","0","0"
"How many leagues have used the O.co Coliseum ?","0","1","0","0","0","0","0"
"What kind of games are made by Interplay Entertainment ?","0","0","0","1","0","0","0"
"What is the nationality of Sune Agerschou ?","0","0","0","1","0","0","0"
"Where do cherry chevapravatdumrong and daisi pollard both live ?","0","0","0","0","0","1","0"
"How many companies have manufactured the rockets launched from the Cape Canaveral Air Force Station ?","0","1","0","0","0","0","0"
"What is the distributing label of StandBy Records ?","0","0","0","1","0","0","0"
"How many bands are based in London ?","0","1","0","0","0","0","0"
"To which educational institute does Cornell University Press belong to ?","0","0","0","0","0","0","0"
"Is Robert Boyle a chemist ?","0","0","0","0","0","0","0"
"What city was recorded in Live in detroit which is also the official residence of ken Holland ?","0","0","0","1","0","0","0"
"Which famous physicist was academically advised by Benjamin Pulleyn ?","0","0","0","0","0","0","1"
"What is the county seat of the district through which the Beckler River flows ?","0","0","0","1","0","0","0"
"Is Sloth in the Chordate phylum ?","0","0","0","0","0","0","0"
"Name some local authorities of schools which have a mixed gender education system ?","0","0","0","0","0","0","0"
"Is Eddie Bravo the trainer of Shinya Aoki ?","0","0","0","0","0","0","0"
"Name the TV shows related to Babylon 5: The Lost Tales and is aired on Prime TIme Entertainment Networks ?","0","0","0","0","0","0","0"
"What are some products manufactured by Sony ?","0","0","0","1","0","0","0"
"Does Chicago own the Monroe Station ?","0","0","0","0","0","0","0"
"What have some famous Christians died of ?","0","0","0","1","0","0","0"
"Does KOMC play Gospel Music ?","0","0","0","0","0","0","0"
"Name the children of the person who is the star of The Weathered Underground ?","0","0","0","0","0","0","0"
"Count the number of other services of the companies which provides the Microsoft Azure as service ?","0","0","0","0","0","0","0"
"AH141 highway is a part of which country ?","0","0","0","0","0","0","0"
"In how many different places do Starwood hotels and resorts worldwide operate ?","0","0","0","0","0","0","0"
"Count the number of artist whose pone of the field is writing ?","0","0","0","0","0","0","0"
"What are some people born in NY known for ?","0","0","0","1","0","0","0"
"How many players are in the San Francisco Giants ?","0","1","0","0","0","0","0"
"Mac OS is the operating system of how many things ?","0","0","0","0","0","0","0"
"Name the TV shows whose developer is J. Michael Straczynski and executive producer is Douglas Netter ?","0","0","0","0","0","0","0"
"Name the first driver of 1999 San Marino Grand Prix ?","0","0","0","0","0","0","0"
"How many parties have come in power in elections where Y. S. Rajasekhara Reddy won ?","0","1","0","0","0","0","0"
"What is the home town of the musician of Jack your Body ?","0","0","0","1","0","0","0"
"What do typically NGOs work for ?","0","0","0","1","0","0","0"
"How many awards have been given to the ones who died of lung cancer ?","0","1","0","0","0","0","0"
"How many countries surround the sea into which the Upper Neratva flow ?","0","1","0","0","0","0","0"
"Is the Journal of Cerebral Blood Flow and Metabolism about Brains ?","0","0","0","0","0","0","0"
"Count the birthplaces of recepients of the National Museum of Racing and Hall of Fame. ?","0","0","0","0","0","0","0"
"What are some characters of series produced by Ricky Grevais ?","0","0","0","1","0","0","0"
"What are the television shows whose company is Playtone ?","0","0","0","1","0","0","0"
"Which mainter of Pandaruan Bridge is also the land of Malaysia junior Hockey league ?","0","0","0","0","0","0","1"
"In which broadcast area does the sister station of KFFG air ?","0","0","1","0","0","0","0"
"In which companies boards do the writers of Wikitionary belong ?","0","0","1","0","0","0","0"
"Name the local authority of Trinity School, Brentwood ?","0","0","0","0","0","0","0"
"What is the label of Double Diamond (album) ?","0","0","0","1","0","0","0"
"Count the number of cities around the American Mediterranean Sea ?","0","0","0","0","0","0","0"
"What are some employees of Uni of California, santa cruz ?","0","0","0","1","0","0","0"
"Over how many cities did the Bellaton MMA, Season 11 take place ?","0","0","0","0","0","0","0"
"Is Baker's Dozen Donuts in the coffee industry ?","0","0","0","0","0","0","0"
"Who are the writer of the singles whose music genre is Rhythm and blues ?","1","0","0","0","0","0","0"
"Which range of mountains are there in canton of Fribourg ?","0","0","0","0","0","0","1"
"Count the number of ingredient of the foods which have one of the ingredient is Pork ?","0","0","0","0","0","0","0"
"In how many different highschools have people schooled in Penn State Nittany Lions football studied ?","0","0","0","0","0","0","0"
"What are some products of the the company whose subsidiary is Sony Corp shareholders and subsidies ?","0","0","0","1","0","0","0"
"What is the show which opens with Gary Portnoy and Where Everybody Knows Your Name ?","0","0","0","1","0","0","0"
"For how many different teams have the players debuted in Houston Astros played ?","0","0","0","0","0","0","0"
"What is the profession of Claiborne Pell ?","0","0","0","1","0","0","0"
"Name few TV shows aired by Prime Time Entertainment Network ?","0","0","0","0","0","0","0"
"Is N. C. Wyeth the illustration by of The Mysterious Stranger ?","0","0","0","0","0","0","0"
"Which fictional character portrayed in Terminator 2: Judgment Day is painted by Josh Friedman ?","0","0","0","0","0","0","1"
"What is the common ethnicity of the Maike Evers and Francisco Lachowski ?","0","0","0","1","0","0","0"
"Count the different religions followed by Second Lieutenants in military. ?","0","0","0","0","0","0","0"
"What is the base currency of the country which operates the Marion Dufresne ?","0","0","0","1","0","0","0"
"Journals of how many fields can be found in US ?","0","0","0","0","0","0","0"
"Radios on what topics can be tuned in to in Washington DC ?","0","0","0","0","0","0","0"
"Name the movie whose director is Stanley Kubrick and editor is Anthony Harvey ?","0","0","0","0","0","0","0"
"Does Walson Augustin play for the Brothers Union ?","0","0","0","0","0","0","0"
"What are the prizes won by the animator of The Skeleton Dance ?","0","0","0","1","0","0","0"
"Which educational institutes have campuses at Iowa and Indiana ?","0","0","0","0","0","0","1"
"How many different writers have written for Jump Square ?","0","1","0","0","0","0","0"
"How many politicians reside in Cape Town ?","0","1","0","0","0","0","0"
"Who is the political figure whose military branch is Colonial troops ?","1","0","0","0","0","0","0"
"How many architects are there who have made something used by Oakland athletics ?","0","1","0","0","0","0","0"
"Give me all magazines whose founder died in Berkeley, California ?","0","0","0","0","0","0","0"
"Give me a count of musical artists collaborating with Waylon Jennings ?","0","0","0","0","0","0","0"
"Who are the spouse of the actors of Wrongfully Accused ?","1","0","0","0","0","0","0"
"What are some musical artists associated with the ones signed up with EMI ?","0","0","0","1","0","0","0"
"Los Angeles Lakers is the team of which basketball players ?","0","0","0","0","0","0","0"
"To which state eorge M. Chilcott  belong ?","0","0","0","0","0","0","0"
"Ricky Gervais is the executive producer of the series having how many fictional characters ?","0","0","0","0","0","0","0"
"Give me the list of people who scaled mountains in Sierra Nevada ?","0","0","0","0","0","0","0"
"Who studied in universities located in suburbs ?","1","0","0","0","0","0","0"
"Name the person whose child is Irne Joliot-Curie ?","0","0","0","0","0","0","0"
"Count the different genres of games published by Titus Software ?","0","0","0","0","0","0","0"
"Who is the predecessor of Voere ?","1","0","0","0","0","0","0"
"Which TV show's setting is in Massachusetts and is the subsequent work of Fraiser ?","0","0","0","0","0","0","1"
"Who were the american football players who played for Dallas Cowboys ?","1","0","0","0","0","0","0"
"How many famous people are from the Filipinos ?","0","1","0","0","0","0","0"
"Count the number of artists in the Cirque du Soleil discography ?","0","0","0","0","0","0","0"
"In which countries is coconut used as a food ingredient ?","0","0","1","0","0","0","0"
"Who is considered to be the deciding person when it comes to crustaceans from the Balanidae family ?","1","0","0","0","0","0","0"
"What is the river whose source is Lake Ontario ?","0","0","0","1","0","0","0"
