Questions,label1,label2,uri1,uri2,label1len,label2len,uri1Label,uri2Label
How many bands have members currently playing the Fender Stratocaster,playing,members,http://dbpedia.org/property/notableInstruments,http://dbpedia.org/property/currentMembers,1,1,notableInstruments,currentMembers
Which country has leaders  Karu Jayasuriya and Ranil Wickremesinghe,leader,leader,http://dbpedia.org/ontology/leader,http://dbpedia.org/ontology/leader,1,1,leader,leader
List the software which uses Microsoft Windows as their operating system,operating system,,http://dbpedia.org/ontology/operatingSystem,,2,0,operatingSystem,
How many religions have the relatives of waxiangs followed,relatives,religion,http://dbpedia.org/property/related,http://dbpedia.org/ontology/religion,1,1,related,religion
What kind of games does Blizzard games develop,develop,Blizzard,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/genre,1,1,developer,genre
Which expertise of the Menetries's warbler is the  nationality of the Jeyhun Abiyev,expertise,nationality,http://dbpedia.org/ontology/binomialAuthority,http://dbpedia.org/ontology/nationality,1,1,binomialAuthority,nationality
In how many places can I find wine made of Vitis vinifera grapes,grapes,wine,http://dbpedia.org/ontology/species,http://dbpedia.org/ontology/wineRegion,1,1,species,wineRegion
List all the bands which have members of the band Guy in them,members,band,http://dbpedia.org/ontology/bandMember,http://dbpedia.org/ontology/associatedBand,1,1,bandMember,associatedBand
Name a fictional character whose relative is Uncle Henry and species is Human,relative,species,http://dbpedia.org/ontology/relative,http://dbpedia.org/ontology/species,1,1,relative,species
What is the draft team of Dale Mitchell (ice hockey),draft team,,http://dbpedia.org/ontology/draftTeam,,2,0,draftTeam,
Was the skeleton dance animated by Walt Disney,animated,,http://dbpedia.org/ontology/animator,,1,0,animator,
To which educational institutions did Lesli Sanchez go for her studies,education,,http://dbpedia.org/ontology/education,,1,0,education,
Who was the coach of 1972 Oakland Raiders season,coach,,http://dbpedia.org/ontology/coach,,1,0,coach,
How many developers make softwares for Unix like operating systems,operating system,developer,http://dbpedia.org/property/operatingSystem,http://dbpedia.org/ontology/developer,2,1,operatingSystem,developer
What is the religion of the ones in the Kampuchean Union of Salvation,,religion,http://dbpedia.org/ontology/militaryBranch,http://dbpedia.org/ontology/religion,0,1,militaryBranch,religion
"List the employments of people who died in Tampa, Florida.",died in,employment,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/ontology/occupation,2,1,deathPlace,occupation
List the destination of Novair International Airways,destination,,http://dbpedia.org/ontology/destination,,1,0,destination,
How many states are in the Mediterranean Basketball Association,state,,http://dbpedia.org/ontology/country,,1,0,country,
Name the television show whose subsequent work is Frasier and opening theme is Where Everybody Knows Your Name,subsequent work,opening theme,http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/ontology/openingTheme,2,2,subsequentWork,openingTheme
Where is the football team located in which Josh Bell did his debut,debut team,debut,http://dbpedia.org/ontology/debutTeam,http://dbpedia.org/ontology/locationCity,2,1,debutTeam,locationCity
Who was engaged in wars of Fort Gadsden and Fort Barrancas,war,war,http://dbpedia.org/ontology/battle,http://dbpedia.org/ontology/battle,1,1,battle,battle
What are some awards given to people who were born in sweden,born in,awards,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/property/awards,2,1,birthPlace,awards
Is Hard Candy Fitness one of the divisions of Moscow,divisions,,http://dbpedia.org/property/divisions,,1,0,divisions,
Is WP 8.1 the OS on Lumia 830,OS,,http://dbpedia.org/property/os,,1,0,os,
Do the polet airlines fly to moscow,fly,,http://dbpedia.org/ontology/targetAirport,,1,0,targetAirport,
Is Trevor Peacock the narrator of Fred Claus,narrator,,http://dbpedia.org/property/narrator,,1,0,narrator,
What all are written in the C programming language,programming language,,http://dbpedia.org/property/programmingLanguage,,2,0,programmingLanguage,
List the producer of the TV shows whose company is HBO.,company,producer,http://dbpedia.org/ontology/company,http://dbpedia.org/ontology/producer,1,1,company,producer
Is Andrew Lincoln the narrator of Million Dollar Traders,narrator,,http://dbpedia.org/ontology/narrator,,1,0,narrator,
List all the operators of the train who operates in Budapest,operator,operator,http://dbpedia.org/ontology/operator,http://dbpedia.org/ontology/operator,1,1,operator,operator
Is Eddie Bravo the trainer of Alan Jouban,trainer,,http://dbpedia.org/ontology/trainer,,1,0,trainer,
What are some common ingredients used in Swedish dishes,in,ingredient,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/ingredient,1,1,country,ingredient
"Where did the genres originate, which were in the Harry and the Potters album",genre,album,http://dbpedia.org/ontology/genre,http://dbpedia.org/ontology/stylisticOrigin,1,1,genre,stylisticOrigin
Whose former teams are Indianapolis Colts and Carolina Panthers,former team,former team,http://dbpedia.org/ontology/formerTeam,http://dbpedia.org/ontology/formerTeam,2,2,formerTeam,formerTeam
Name the river with mouth palce Essex and source place as Gloucestershire,place mouth,source place,http://dbpedia.org/ontology/mouthPlace,http://dbpedia.org/ontology/sourcePlace,2,2,mouthPlace,sourcePlace
Was Castillo discovered by Galileo,discovered by,,http://dbpedia.org/property/discoverer,,2,0,discoverer,
What are the common sports played by jamiatu Muslim mindanao and Polytechnic University of Philippines Taguig,Taguig,sport,http://dbpedia.org/ontology/athletics,http://dbpedia.org/ontology/sport,1,1,athletics,sport
Among the countries using Aureus as currency which had Nicomedia as an important place,place,currency,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/currency,1,1,capital,currency
Who are the trainersof Candice Michelle,trainer,,http://dbpedia.org/ontology/trainer,,1,0,trainer,
Does StandBy records distribute via Sony,distribute,,http://dbpedia.org/ontology/distributingLabel,,1,0,distributingLabel,
Name the music artist which collaborated with the spouse of Jessi Colter,spouse,artist music,http://dbpedia.org/ontology/spouse,http://dbpedia.org/ontology/associatedMusicalArtist,1,2,spouse,associatedMusicalArtist
Who is the prime minister of the successor of Kingsley Wood,successor,minister prime,http://dbpedia.org/ontology/successor,http://dbpedia.org/property/primeminister,1,2,successor,primeminister
which band was Roger waters in,band,,http://dbpedia.org/ontology/formerBandMember,,1,0,formerBandMember,
Is Seattle the Ship builder of USS Marmora (IX-189),Ship builder,,http://dbpedia.org/property/shipBuilder,,2,0,shipBuilder,
Was Beth Tweddle primarily coached by Amanda Reddin,coached,,http://dbpedia.org/property/headcoach,,1,0,headcoach,
What is the Band whose band member is Mark Middleton,band member,,http://dbpedia.org/ontology/bandMember,,2,0,bandMember,
Was the cover of The adventures of Tom Sawyer designed by Mark Twain,cover,,http://dbpedia.org/ontology/coverArtist,,1,0,coverArtist,
Which president of William Eustus also married to Dolley Madison,married to,president,http://dbpedia.org/ontology/spouse,http://dbpedia.org/property/president,2,1,spouse,president
Is Charles Drummond Ellis a doctoral student of James Chadwick,doctoral student,,http://dbpedia.org/ontology/doctoralStudent,,2,0,doctoralStudent,
How many kings and queens have died in the Arabian Peninsula,died in,,http://dbpedia.org/ontology/deathPlace,,2,0,deathPlace,
What team did Joe Porter and Eddie Anderson play for,team,team,http://dbpedia.org/ontology/team,http://dbpedia.org/ontology/formerTeam,1,1,team,formerTeam
Producers of what have died in Mississippi,died in,Producer,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/ontology/producer,2,1,deathPlace,producer
How many universities are there whose country's capital is Oslo,capital,country,http://dbpedia.org/property/capital,http://dbpedia.org/ontology/country,1,1,capital,country
Current players of Colorado Avalanche have previously played for how many different teams,played for,teams,http://dbpedia.org/ontology/team,http://dbpedia.org/ontology/formerTeam,2,1,team,formerTeam
Was 2658 Gingerich invented in Harvard,invented,,http://dbpedia.org/ontology/discoverer,,1,0,discoverer,
How many other people are in a band with Robert de Niro,people,band,http://dbpedia.org/property/currentMembers,http://dbpedia.org/ontology/bandMember,1,1,currentMembers,bandMember
Is Philosophy the academic discipline of Think (journal),academic discipline,,http://dbpedia.org/ontology/academicDiscipline,,2,0,academicDiscipline,
What is the highschool of the american football player who joined the Robert Morris Colonials program,school,highschool,http://dbpedia.org/ontology/school,http://dbpedia.org/property/highschool,1,1,school,highschool
Who is associated  with the musical artists from Africa '70 (band) and Tony Allen,associated musical,associated musical,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/ontology/associatedMusicalArtist,2,2,associatedMusicalArtist,associatedMusicalArtist
How many religions are followed by the group whose architectural style can be seen on Sanggar Agung,architectural style,religion,http://dbpedia.org/property/architecturalStyle,http://dbpedia.org/ontology/religion,2,1,architecturalStyle,religion
Name the other wine region of the grapes whose one of the wine region is Michigan,wine region,wine region,http://dbpedia.org/ontology/wineRegion,http://dbpedia.org/ontology/wineRegion,2,2,wineRegion,wineRegion
Which shows' opening themes was used to make If We Were a Movie,make,opening theme,http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/ontology/openingTheme,1,2,subsequentWork,openingTheme
Does GeneWeb have the GPL license,license,,http://dbpedia.org/property/license,,1,0,license,
Josef Bhler belongs to which political party,party,,http://dbpedia.org/ontology/occupation,,1,0,occupation,
What are the beverages whose origin is England,origin,,http://dbpedia.org/ontology/origin,,1,0,origin,
List down the opponents of Frank Stilwell,opponent,,http://dbpedia.org/ontology/opponent,,1,0,opponent,
How many subjects are covered in the publications of Doubleday,publications,subjects,http://dbpedia.org/ontology/publisher,http://dbpedia.org/ontology/nonFictionSubject,1,1,publisher,nonFictionSubject
Is Olyokma River the right tributary of Lena River,right tributary,,http://dbpedia.org/ontology/rightTributary,,2,0,rightTributary,
What is the debut team of the football player whose college is UCLA Bruins football,college,debut team,http://dbpedia.org/ontology/college,http://dbpedia.org/ontology/debutTeam,1,2,college,debutTeam
What is the capital of the region which maintains the South Park Bridge,maintains,capital,http://dbpedia.org/ontology/maintainedBy,http://dbpedia.org/ontology/countySeat,1,1,maintainedBy,countySeat
Who has military branches are Colonial troops and Continental Army,military branch,military branch,http://dbpedia.org/ontology/militaryBranch,http://dbpedia.org/ontology/militaryBranch,2,2,militaryBranch,militaryBranch
In how many places has Don R. Berlin worked,places,,http://dbpedia.org/ontology/employer,,1,0,employer,
Was Heinrich Himmler ever a commanders of Army Group Oberrhein,commanders,,http://dbpedia.org/property/notableCommanders,,1,0,notableCommanders,
